  dataset        a        v       t0      st0  penalty      fit     time   method
 subj_472_trials_10   1.6477   0.4851   0.3273   0.0003   0.0000  11.2318   0.0070       ML
 subj_472_trials_20   0.8802   3.2701   0.3731   0.2024   0.0000 -13.8882   0.0450       ML
 subj_472_trials_30   0.6751   1.0032   0.3154   0.0000   0.0000 -19.9897   0.0170       ML
 subj_472_trials_40   1.5992   2.2304   0.4021   0.3521   0.0000   2.1322   0.1460       ML
 subj_472_trials_50   0.6591   4.1440   0.2993   0.0000   0.0000 -81.0065   0.0270       ML
 subj_472_trials_60   1.2616   4.1967   0.3498   0.1042   0.0000 -63.7612   0.0780       ML
 subj_473_trials_10   0.4769   4.5364   0.3183   0.0586   0.0000 -16.6359   0.0110       ML
 subj_473_trials_20   0.7634   3.7943   0.3488   0.1415   0.0000 -20.2644   0.0360       ML
 subj_473_trials_30   0.6858   2.2628   0.3055   0.0000   0.0000 -29.1894   0.0160       ML
 subj_473_trials_40   1.5672   3.4643   0.2982   0.0000   0.0000 -31.7273   0.0300       ML
 subj_473_trials_50   0.9168   2.3593   0.3009   0.0000   0.0000 -34.8535   0.0320       ML
 subj_473_trials_60   1.9136   1.7665   0.3120   0.1517   0.0000  16.9070   0.1130       ML
 subj_474_trials_10   1.4932   3.3411   0.2766   0.0005   0.0000  -7.7649   0.0070       ML
 subj_474_trials_20   1.4097   4.3363   0.3717   0.1935   0.0000 -17.2716   0.0460       ML
 subj_474_trials_30   0.8053   3.6738   0.2936   0.0000   0.0000 -39.0747   0.0150       ML
 subj_474_trials_40   1.2591   1.4867   0.3108   0.0002   0.0000   3.5203   0.0250       ML
 subj_474_trials_50   1.4531   4.9843   0.2942   0.0002   0.0000 -66.5268   0.0340       ML
 subj_474_trials_60   0.8825   4.3441   0.3606   0.1307   0.0000 -67.3306   0.1090       ML
 subj_475_trials_10   2.4453   4.4633   0.2905   0.1831   0.0000  -6.9751   0.0310       ML
 subj_475_trials_20   0.8768   0.4407   0.3094   0.0000   0.0000  -0.8061   0.0110       ML
 subj_475_trials_30   0.9379   1.6551   0.3102   0.0001   0.0000 -10.4094   0.0230       ML
 subj_475_trials_40   0.6134   5.8180   0.3149   0.0515   0.0000 -74.6114   0.0410       ML
 subj_475_trials_50   1.0337   3.6187   0.3432   0.1562   0.0000 -41.8117   0.0950       ML
 subj_475_trials_60   1.1052   1.2107   0.3103   0.0000   0.0000   4.7956   0.0430       ML
 subj_476_trials_10   1.0273   2.1180   0.3314   0.1812   0.0000  -2.5771   0.0250       ML
 subj_476_trials_20   1.9627   1.3774   0.2525   0.0005   0.0000  11.7671   0.0150       ML
 subj_476_trials_30   1.2734   2.6515   0.3112   0.1062   0.0000 -14.6455   0.0520       ML
 subj_476_trials_40   0.8480   2.8484   0.3029   0.0000   0.0000 -38.5906   0.0240       ML
 subj_476_trials_50   0.6418   0.9995   0.3045   0.0000   0.0000 -37.2803   0.0250       ML
 subj_476_trials_60   1.1236   1.7657   0.3026   0.0000   0.0000 -12.1693   0.0370       ML
 subj_477_trials_10   2.0485   4.1133   0.3094   0.0000   0.0000  -8.4725   0.0120       ML
 subj_477_trials_20   0.6531   0.9103   0.3081   0.0000   0.0000 -13.7444   0.0110       ML
 subj_477_trials_30   0.9293   6.2877   0.3588   0.1265   0.0000 -44.2432   0.0530       ML
 subj_477_trials_40   1.4406   4.4435   0.2917   0.0001   0.0000 -47.1901   0.0240       ML
 subj_477_trials_50   1.2939   4.1607   0.3953   0.2236   0.0000 -39.2476   0.1360       ML
 subj_477_trials_60   1.3758   3.6748   0.3442   0.0530   0.0000 -55.5114   0.0540       ML
 subj_478_trials_10   1.5065   5.5615   0.3054   0.0000   0.0000 -14.5394   0.0070       ML
 subj_478_trials_20   0.9424   3.0668   0.3866   0.2459   0.0000 -10.7797   0.0550       ML
 subj_478_trials_30   0.6682   1.7320   0.3129   0.0000   0.0000 -25.6157   0.0190       ML
 subj_478_trials_40   1.3787   3.8323   0.3641   0.2035   0.0000 -28.9220   0.0920       ML
 subj_478_trials_50   2.1262   1.6373   0.2712   0.0000   0.0000  21.1034   0.0510       ML
 subj_478_trials_60   0.8197   4.1257   0.3180   0.0603   0.0000 -79.9426   0.0670       ML
 subj_479_trials_10   0.9870   0.8142   0.3098   0.0002   0.0000   0.9812   0.0070       ML
 subj_479_trials_20   1.4355   3.6632   0.2964   0.0000   0.0000 -18.4696   0.0110       ML
 subj_479_trials_30   1.1380   2.5977   0.2872   0.0001   0.0000 -18.2915   0.0140       ML
 subj_479_trials_40   1.0958   4.9592   0.3545   0.1286   0.0000 -49.2934   0.0680       ML
 subj_479_trials_50   1.3735   2.0943   0.2960   0.0001   0.0000 -10.0854   0.0300       ML
 subj_479_trials_60   0.6470   1.3873   0.3041   0.0001   0.0000 -48.6530   0.0320       ML
 subj_47_trials_10   1.5100   5.5505   0.3054   0.0000   0.0000 -14.4996   0.0060       ML
 subj_47_trials_20   1.2683   4.8209   0.3579   0.1566   0.0000 -21.5087   0.0390       ML
 subj_47_trials_30   1.1861   4.9282   0.3958   0.2059   0.0000 -29.6191   0.0770       ML
 subj_47_trials_40   1.3750   1.3620   0.3129   0.0001   0.0000  10.5667   0.0270       ML
 subj_47_trials_50   1.4000   3.8141   0.3246   0.0001   0.0000 -49.9846   0.0260       ML
 subj_47_trials_60   1.5045   1.3178   0.3046   0.0002   0.0000  22.8629   0.0580       ML
 subj_480_trials_10   1.6788   3.6263   0.2813   0.0000   0.0000  -8.0998   0.0080       ML
 subj_480_trials_20   1.4357   1.4370   0.3120   0.0000   0.0000   5.3725   0.0150       ML
 subj_480_trials_30   1.1311   4.6154   0.3634   0.1532   0.0000 -32.7169   0.0550       ML
 subj_480_trials_40   1.2372   4.0960   0.3574   0.1762   0.0000 -34.7823   0.0770       ML
 subj_480_trials_50   1.0109   3.6859   0.3172   0.0000   0.0000 -57.8815   0.0360       ML
 subj_480_trials_60   0.9507   4.5064   0.3096   0.0000   0.0000 -88.0854   0.0400       ML
 subj_481_trials_10   0.6537   0.5884   0.3053   0.0000   0.0000  -6.2096   0.0070       ML
 subj_481_trials_20   0.9389   2.9610   0.3008   0.0000   0.0000 -18.4676   0.0170       ML
 subj_481_trials_30   1.9880   1.4865   0.2610   0.0001   0.0000  15.1843   0.0220       ML
 subj_481_trials_40   0.6883   5.0991   0.3261   0.0859   0.0000 -60.3991   0.0500       ML
 subj_481_trials_50   0.8364   3.7745   0.3174   0.0640   0.0000 -60.2660   0.0500       ML
 subj_481_trials_60   0.8697   4.7275   0.3055   0.0419   0.0000 -90.8696   0.0410       ML
 subj_482_trials_10   0.5936   1.3421   0.3035   0.0001   0.0000  -9.1794   0.0050       ML
 subj_482_trials_20   1.5231   0.6890   0.3360   0.0003   0.0000  17.1523   0.0150       ML
 subj_482_trials_30   1.1254   4.2621   0.3341   0.0856   0.0000 -35.3109   0.0340       ML
 subj_482_trials_40   1.1893   1.1302   0.3052   0.0000   0.0000   8.8283   0.0240       ML
 subj_482_trials_50   0.7602   4.8700   0.3619   0.1224   0.0000 -65.2068   0.0790       ML
 subj_482_trials_60   1.9074   3.0010   0.3018   0.0002   0.0000 -28.3320   0.0410       ML
 subj_483_trials_10   1.2759   3.4200   0.3016   0.0002   0.0000  -9.0447   0.0040       ML
 subj_483_trials_20   0.8316   3.4745   0.3675   0.1916   0.0000 -15.7737   0.0460       ML
 subj_483_trials_30   1.2613   4.9196   0.2956   0.0000   0.0000 -42.1226   0.0150       ML
 subj_483_trials_40   1.6971   1.8988   0.2750   0.0001   0.0000   3.0092   0.0260       ML
 subj_483_trials_50   0.9605   0.9540   0.3110   0.0001   0.0000  -1.5641   0.0310       ML
 subj_483_trials_60   1.3432   3.1428   0.3217   0.0000   0.0000 -45.3762   0.0460       ML
 subj_484_trials_10   1.6853   1.2085   0.3190   0.0004   0.0000   6.0598   0.0080       ML
 subj_484_trials_20   1.1704   4.3594   0.2949   0.0001   0.0000 -25.8275   0.0090       ML
 subj_484_trials_30   1.8377   3.1226   0.2848   0.0002   0.0000 -16.5212   0.0230       ML
 subj_484_trials_40   1.3849   2.5347   0.4053   0.3467   0.0000  -4.4940   0.1670       ML
 subj_484_trials_50   1.2280   2.4794   0.3052   0.0002   0.0000 -25.1795   0.0350       ML
 subj_484_trials_60   1.0120   5.3576   0.3428   0.1082   0.0000 -82.2889   0.0830       ML
 subj_485_trials_10   0.5053   4.2997   0.3195   0.0639   0.0000 -15.6573   0.0100       ML
 subj_485_trials_20   1.7020   2.9986   0.2891   0.0000   0.0000 -10.8659   0.0160       ML
 subj_485_trials_30   1.0437   1.1077   0.3318   0.0001   0.0000   1.1929   0.0220       ML
 subj_485_trials_40   0.6659   1.5835   0.3056   0.0001   0.0000 -32.2080   0.0240       ML
 subj_485_trials_50   1.1358   3.3489   0.3337   0.1342   0.0000 -38.8350   0.0910       ML
 subj_485_trials_60   0.8207   4.0756   0.3186   0.0638   0.0000 -78.2654   0.0640       ML
 subj_486_trials_10   0.7603   2.8552   0.3445   0.1447   0.0000  -7.4560   0.0200       ML
 subj_486_trials_20   0.7036   0.5611   0.3100   0.0001   0.0000  -9.9141   0.0100       ML
 subj_486_trials_30   1.7218   3.3318   0.2867   0.0000   0.0000 -20.4159   0.0240       ML
 subj_486_trials_40   1.3521   2.0642   0.3017   0.0001   0.0000  -8.0347   0.0270       ML
 subj_486_trials_50   1.7953   1.6222   0.2927   0.0003   0.0000  15.8092   0.0360       ML
 subj_486_trials_60   1.3525   4.1935   0.3571   0.1620   0.0000 -54.3701   0.1070       ML
 subj_487_trials_10   0.3471   6.1857   0.3562   0.1200   0.0000 -15.2026   0.0160       ML
 subj_487_trials_20   1.2777   4.2435   0.2947   0.0001   0.0000 -23.9494   0.0080       ML
 subj_487_trials_30   0.6930   0.7716   0.3110   0.0000   0.0000 -17.4125   0.0170       ML
 subj_487_trials_40   1.1080   4.7667   0.3415   0.1315   0.0000 -46.3831   0.0640       ML
 subj_487_trials_50   1.4002   2.0533   0.2959   0.0001   0.0000  -8.1398   0.0310       ML
 subj_487_trials_60   1.2716   4.0675   0.3522   0.1059   0.0000 -61.1126   0.0820       ML
 subj_488_trials_10   1.1143   1.9495   0.3954   0.3107   0.0000   0.1842   0.0310       ML
 subj_488_trials_20   0.7681   0.5094   0.3119   0.0000   0.0000  -6.3810   0.0110       ML
 subj_488_trials_30   0.9773   5.2964   0.3387   0.1120   0.0000 -40.8003   0.0410       ML
 subj_488_trials_40   0.8834   4.1137   0.3236   0.0893   0.0000 -48.3502   0.0520       ML
 subj_488_trials_50   1.2052   3.0232   0.3224   0.0000   0.0000 -38.7147   0.0320       ML
 subj_488_trials_60   1.6095   2.6531   0.3162   0.0002   0.0000 -24.7634   0.0450       ML
 subj_489_trials_10   1.2169   0.6565   0.3148   0.0001   0.0000   5.1717   0.0070       ML
 subj_489_trials_20   0.9175   1.7976   0.3085   0.0000   0.0000  -8.5476   0.0130       ML
 subj_489_trials_30   0.7360   0.5395   0.3128   0.0000   0.0000 -12.9766   0.0150       ML
 subj_489_trials_40   0.6919   5.1515   0.3192   0.0662   0.0000 -64.8333   0.0490       ML
 subj_489_trials_50   1.4781   2.1261   0.3726   0.2391   0.0000  -1.4215   0.1320       ML
 subj_489_trials_60   0.7763   4.3090   0.3167   0.0571   0.0000 -84.9396   0.0560       ML
 subj_48_trials_10   1.9241   4.3628   0.3086   0.0000   0.0000  -9.6748   0.0080       ML
 subj_48_trials_20   0.5923   0.6581   0.3071   0.0000   0.0000 -16.7854   0.0130       ML
 subj_48_trials_30   1.1912   4.2789   0.3068   0.0001   0.0000 -37.6953   0.0180       ML
 subj_48_trials_40   1.1424   3.0004   0.3226   0.0000   0.0000 -32.0386   0.0250       ML
 subj_48_trials_50   1.6589   1.6478   0.2957   0.0002   0.0000  11.2601   0.0450       ML
 subj_48_trials_60   0.8957   4.3003   0.3130   0.0000   0.0000 -86.6596   0.0280       ML
 subj_490_trials_10   1.0334   0.3727   0.3131   0.0002   0.0000   2.9426   0.0060       ML
 subj_490_trials_20   0.9301   6.6667   0.3443   0.1007   0.0000 -32.6840   0.0250       ML
 subj_490_trials_30   1.2192   4.7929   0.4013   0.2177   0.0000 -27.9522   0.0740       ML
 subj_490_trials_40   0.8794   4.0799   0.3220   0.0821   0.0000 -48.9835   0.0470       ML
 subj_490_trials_50   1.0882   1.1254   0.3115   0.0004   0.0000   5.0775   0.0360       ML
 subj_490_trials_60   1.1503   4.9685   0.3007   0.0002   0.0000 -88.9312   0.0260       ML
 subj_491_trials_10   0.3278   6.5611   0.3485   0.1063   0.0000 -16.5751   0.0150       ML
 subj_491_trials_20   0.6780   4.3369   0.3395   0.1083   0.0000 -25.9868   0.0300       ML
 subj_491_trials_30   1.0189   5.7355   0.3707   0.1521   0.0000 -38.7211   0.0590       ML
 subj_491_trials_40   0.8990   4.0419   0.3245   0.0925   0.0000 -46.9450   0.0540       ML
 subj_491_trials_50   1.1412   4.7357   0.2991   0.0000   0.0000 -70.9928   0.0210       ML
 subj_491_trials_60   0.5933   4.3416   0.3028   0.0001   0.0000 -105.4928   0.0290       ML
 subj_492_trials_10   2.3338   3.5924   0.3130   0.0001   0.0000  -5.7915   0.0120       ML
 subj_492_trials_20   1.7675   1.5729   0.3030   0.0001   0.0000   6.8293   0.0130       ML
 subj_492_trials_30   1.1518   1.3477   0.3154   0.0001   0.0000   1.9251   0.0210       ML
 subj_492_trials_40   0.6600   5.3372   0.3481   0.0958   0.0000 -60.9156   0.0600       ML
 subj_492_trials_50   1.8287   3.8085   0.2867   0.0000   0.0000 -40.9425   0.0530       ML
 subj_492_trials_60   0.9324   0.7208   0.3095   0.0000   0.0000  -0.6026   0.0340       ML
 subj_493_trials_10   1.6667   6.5418   0.2957   0.0853   0.0000 -14.6270   0.0180       ML
 subj_493_trials_20   1.1090   5.5099   0.3444   0.1198   0.0000 -26.8616   0.0340       ML
 subj_493_trials_30   0.9452   1.6417   0.3103   0.0001   0.0000  -9.9461   0.0240       ML
 subj_493_trials_40   0.7318   0.8162   0.3085   0.0000   0.0000 -18.7079   0.0240       ML
 subj_493_trials_50   1.2126   4.6797   0.3536   0.1293   0.0000 -57.1298   0.0790       ML
 subj_493_trials_60   1.0026   3.3365   0.3277   0.0950   0.0000 -54.2504   0.0820       ML
 subj_494_trials_10   0.8005   2.7130   0.3492   0.1604   0.0000  -6.4294   0.0210       ML
 subj_494_trials_20   1.1074   3.8186   0.3039   0.0001   0.0000 -22.9457   0.0100       ML
 subj_494_trials_30   1.2350   2.6911   0.3365   0.1727   0.0000 -13.0283   0.0610       ML
 subj_494_trials_40   0.6987   5.0235   0.3269   0.0885   0.0000 -59.1994   0.0490       ML
 subj_494_trials_50   1.2030   4.2471   0.3359   0.0887   0.0000 -56.0741   0.0590       ML
 subj_494_trials_60   1.2151   2.7624   0.3352   0.1294   0.0000 -32.0867   0.1130       ML
 subj_495_trials_10   0.8395   2.4279   0.3047   0.0000   0.0000  -7.8811   0.0060       ML
 subj_495_trials_20   0.7386   0.5229   0.3067   0.0000   0.0000  -7.6627   0.0110       ML
 subj_495_trials_30   2.0318   2.9788   0.2770   0.0000   0.0000 -12.5677   0.0280       ML
 subj_495_trials_40   1.1454   4.1729   0.3375   0.0856   0.0000 -45.4980   0.0460       ML
 subj_495_trials_50   0.8713   4.4748   0.3042   0.0000   0.0000 -75.8803   0.0240       ML
 subj_495_trials_60   1.1181   3.7466   0.3041   0.0532   0.0000 -63.7385   0.0550       ML
 subj_496_trials_10   0.9473   0.8441   0.3090   0.0000   0.0000   0.1647   0.0070       ML
 subj_496_trials_20   0.8158   0.4783   0.3134   0.0000   0.0000  -3.9812   0.0120       ML
 subj_496_trials_30   1.5675   3.6612   0.2889   0.0000   0.0000 -26.0678   0.0210       ML
 subj_496_trials_40   1.2239   1.9734   0.3060   0.0001   0.0000  -9.2181   0.0300       ML
 subj_496_trials_50   1.2385   0.7400   0.3184   0.0001   0.0000  23.8580   0.0370       ML
 subj_496_trials_60   1.1551   4.8558   0.3409   0.1200   0.0000 -72.1034   0.0860       ML
 subj_497_trials_10   1.7290   4.8484   0.3071   0.0000   0.0000 -11.7926   0.0050       ML
 subj_497_trials_20   1.5445   3.3025   0.2910   0.0001   0.0000 -14.7361   0.0130       ML
 subj_497_trials_30   0.5891   2.6379   0.3040   0.0000   0.0000 -38.3059   0.0140       ML
 subj_497_trials_40   1.0555   0.6674   0.3171   0.0001   0.0000   9.4476   0.0290       ML
 subj_497_trials_50   1.1996   3.1042   0.3513   0.2013   0.0000 -27.6691   0.1210       ML
 subj_497_trials_60   1.1829   1.5504   0.3054   0.0001   0.0000  -1.7296   0.0470       ML
 subj_498_trials_10   0.9900   2.1930   0.3754   0.2454   0.0000  -2.1780   0.0270       ML
 subj_498_trials_20   1.3293   0.7891   0.3275   0.0001   0.0000  11.7088   0.0160       ML
 subj_498_trials_30   1.1781   4.2863   0.3509   0.1532   0.0000 -29.2911   0.0630       ML
 subj_498_trials_40   1.5957   2.2348   0.4018   0.3509   0.0000   1.9828   0.1440       ML
 subj_498_trials_50   0.7392   1.6539   0.3053   0.0000   0.0000 -33.6839   0.0260       ML
 subj_498_trials_60   0.8423   3.6882   0.2977   0.0000   0.0000 -76.8843   0.0350       ML
 subj_499_trials_10   0.8043   0.4777   0.3079   0.0001   0.0000  -2.0676   0.0080       ML
 subj_499_trials_20   0.9143   3.2172   0.3720   0.1969   0.0000 -14.0255   0.0510       ML
 subj_499_trials_30   1.4081   2.4092   0.3126   0.1307   0.0000  -8.7374   0.0500       ML
 subj_499_trials_40   1.4443   2.5674   0.3106   0.1292   0.0000 -14.1172   0.0780       ML
 subj_499_trials_50   0.9302   4.0118   0.3521   0.1591   0.0000 -48.1949   0.0980       ML
 subj_499_trials_60   0.8359   1.1744   0.3078   0.0001   0.0000 -20.0494   0.0330       ML
 subj_49_trials_10   1.4744   3.4018   0.2771   0.0000   0.0000  -8.0757   0.0060       ML
 subj_49_trials_20   1.0547   2.6363   0.3011   0.0001   0.0000 -13.8192   0.0130       ML
 subj_49_trials_30   1.1267   4.2564   0.3347   0.0869   0.0000 -35.1755   0.0350       ML
 subj_49_trials_40   1.4479   4.4206   0.2916   0.0001   0.0000 -46.7807   0.0250       ML
 subj_49_trials_50   1.6105   2.1604   0.2835   0.0001   0.0000  -6.6500   0.0290       ML
 subj_49_trials_60   0.7523   0.8918   0.3061   0.0000   0.0000 -26.2202   0.0340       ML
 subj_4_trials_10   1.6010   5.2337   0.3061   0.0000   0.0000 -13.3246   0.0070       ML
 subj_4_trials_20   1.3793   3.3232   0.3354   0.1155   0.0000 -14.5829   0.0340       ML
 subj_4_trials_30   1.2539   4.6632   0.4068   0.2297   0.0000 -26.3114   0.0810       ML
 subj_4_trials_40   0.8949   3.8320   0.3139   0.0000   0.0000 -51.5959   0.0230       ML
 subj_4_trials_50   1.2836   4.0753   0.3381   0.0905   0.0000 -52.0625   0.0670       ML
 subj_4_trials_60   1.0180   2.5305   0.3081   0.0001   0.0000 -40.7333   0.0370       ML
 subj_500_trials_10   0.9239   0.4112   0.3114   0.0001   0.0000   0.8808   0.0070       ML
 subj_500_trials_20   1.0326   0.1852   0.3137   0.0000   0.0000   6.2429   0.0150       ML
 subj_500_trials_30   0.8344   0.8110   0.3235   0.0000   0.0000  -7.2697   0.0160       ML
 subj_500_trials_40   0.7308   5.1674   0.2982   0.0184   0.0000 -71.8141   0.0220       ML
 subj_500_trials_50   1.2797   4.1379   0.3525   0.1553   0.0000 -45.9985   0.0890       ML
 subj_500_trials_60   0.9025   4.6396   0.3027   0.0349   0.0000 -89.4093   0.0430       ML
 subj_50_trials_10   0.5656   1.4129   0.3032   0.0000   0.0000 -10.1489   0.0060       ML
 subj_50_trials_20   1.4848   1.8210   0.2729   0.0001   0.0000   0.6040   0.0160       ML
 subj_50_trials_30   1.2174   0.5567   0.3501   0.0002   0.0000  15.3984   0.0250       ML
 subj_50_trials_40   1.1286   3.0373   0.3221   0.0000   0.0000 -33.0117   0.0260       ML
 subj_50_trials_50   1.8797   3.1844   0.2870   0.0000   0.0000 -27.8955   0.0410       ML
 subj_50_trials_60   0.8043   5.2061   0.3021   0.0277   0.0000 -103.2694   0.0480       ML
 subj_51_trials_10   1.0637   1.9157   0.3075   0.0000   0.0000  -3.1476   0.0060       ML
 subj_51_trials_20   1.2870   2.8137   0.3558   0.0000   0.0000 -12.5916   0.0120       ML
 subj_51_trials_30   1.3046   3.6763   0.3466   0.1163   0.0000 -26.3885   0.0440       ML
 subj_51_trials_40   2.0397   2.6620   0.2969   0.0001   0.0000 -10.6467   0.0270       ML
 subj_51_trials_50   1.1689   3.1869   0.3230   0.0001   0.0000 -43.3392   0.0340       ML
 subj_51_trials_60   2.0501   3.3409   0.2753   0.0001   0.0000 -33.9414   0.0510       ML
 subj_52_trials_10   1.1424   1.7841   0.3087   0.0001   0.0000  -1.7173   0.0080       ML
 subj_52_trials_20   0.6710   0.5810   0.3091   0.0000   0.0000 -11.7927   0.0100       ML
 subj_52_trials_30   0.9101   1.2713   0.3240   0.0001   0.0000  -7.0725   0.0190       ML
 subj_52_trials_40   0.6888   5.1687   0.3170   0.0588   0.0000 -66.3839   0.0380       ML
 subj_52_trials_50   0.7564   4.9331   0.3345   0.1053   0.0000 -68.8681   0.0700       ML
 subj_52_trials_60   0.9756   3.9295   0.3740   0.1596   0.0000 -55.3064   0.1250       ML
 subj_53_trials_10   1.1234   1.9371   0.3376   0.2167   0.0000  -0.7883   0.0250       ML
 subj_53_trials_20   0.7218   3.8442   0.3005   0.0001   0.0000 -28.9608   0.0100       ML
 subj_53_trials_30   1.7458   1.4370   0.3144   0.0002   0.0000  13.1173   0.0210       ML
 subj_53_trials_40   0.7770   3.1078   0.3024   0.0000   0.0000 -45.5806   0.0220       ML
 subj_53_trials_50   1.9582   2.0779   0.3205   0.2069   0.0000   6.0786   0.1030       ML
 subj_53_trials_60   0.5755   2.7116   0.3024   0.0000   0.0000 -79.7920   0.0270       ML
 subj_54_trials_10   0.5159   4.2108   0.3203   0.0666   0.0000 -15.2402   0.0110       ML
 subj_54_trials_20   1.2249   1.3461   0.3152   0.0001   0.0000   3.0193   0.0160       ML
 subj_54_trials_30   1.0707   5.4577   0.3781   0.1680   0.0000 -35.7425   0.0600       ML
 subj_54_trials_40   0.9778   2.8547   0.3009   0.0001   0.0000 -33.9603   0.0250       ML
 subj_54_trials_50   0.7921   4.6732   0.3672   0.1330   0.0000 -61.0833   0.0910       ML
 subj_54_trials_60   0.5931   1.6552   0.3039   0.0000   0.0000 -61.2412   0.0320       ML
 subj_55_trials_10   1.0273   0.3744   0.3130   0.0001   0.0000   2.8290   0.0070       ML
 subj_55_trials_20   0.9054   0.4294   0.3165   0.0000   0.0000   0.1903   0.0130       ML
 subj_55_trials_30   1.4978   2.1779   0.3655   0.2588   0.0000  -0.7165   0.0900       ML
 subj_55_trials_40   0.9975   3.2290   0.2914   0.0000   0.0000 -39.4837   0.0230       ML
 subj_55_trials_50   0.6958   5.3620   0.3292   0.0892   0.0000 -77.1967   0.0680       ML
 subj_55_trials_60   1.4492   3.7798   0.3189   0.0001   0.0000 -57.9025   0.0320       ML
 subj_56_trials_10   0.6043   3.3723   0.3024   0.0000   0.0000 -14.4538   0.0060       ML
 subj_56_trials_20   1.1018   0.7295   0.3215   0.0004   0.0000   5.9158   0.0130       ML
 subj_56_trials_30   1.3126   4.3713   0.2922   0.0000   0.0000 -36.7043   0.0140       ML
 subj_56_trials_40   1.0523   3.2557   0.3193   0.0000   0.0000 -38.5807   0.0250       ML
 subj_56_trials_50   0.9771   3.5632   0.2939   0.0000   0.0000 -56.6570   0.0270       ML
 subj_56_trials_60   1.0819   3.5450   0.3910   0.1962   0.0000 -42.9326   0.1580       ML
 subj_57_trials_10   0.5246   1.5231   0.3028   0.0000   0.0000 -11.6529   0.0050       ML
 subj_57_trials_20   1.2518   3.6632   0.3291   0.0950   0.0000 -18.4745   0.0280       ML
 subj_57_trials_30   1.1265   5.1883   0.3864   0.1859   0.0000 -32.7002   0.0710       ML
 subj_57_trials_40   1.3772   1.3595   0.3129   0.0001   0.0000  10.6990   0.0290       ML
 subj_57_trials_50   1.2519   1.2929   0.3076   0.0000   0.0000   9.5102   0.0400       ML
 subj_57_trials_60   0.9696   3.4847   0.3031   0.0392   0.0000 -64.6412   0.0500       ML
 subj_58_trials_10   1.5129   1.3476   0.3153   0.0000   0.0000   3.8936   0.0080       ML
 subj_58_trials_20   0.5666   0.6873   0.3065   0.0000   0.0000 -18.5585   0.0110       ML
 subj_58_trials_30   0.8340   3.0113   0.3032   0.0000   0.0000 -31.2393   0.0170       ML
 subj_58_trials_40   0.9626   2.5085   0.3037   0.0001   0.0000 -28.4435   0.0280       ML
 subj_58_trials_50   0.8425   4.4268   0.3921   0.1769   0.0000 -51.1646   0.1120       ML
 subj_58_trials_60   1.1030   3.0338   0.3335   0.1148   0.0000 -42.8381   0.1080       ML
 subj_59_trials_10   1.3171   1.5478   0.3116   0.0001   0.0000   1.1233   0.0060       ML
 subj_59_trials_20   1.0781   3.9067   0.3038   0.0002   0.0000 -23.9303   0.0100       ML
 subj_59_trials_30   1.0640   0.6339   0.3383   0.0001   0.0000   7.3298   0.0180       ML
 subj_59_trials_40   1.2224   2.9934   0.3414   0.1521   0.0000 -24.0057   0.0830       ML
 subj_59_trials_50   1.3410   1.5835   0.3093   0.0001   0.0000   4.5052   0.0380       ML
 subj_59_trials_60   1.2546   4.3907   0.3575   0.1552   0.0000 -59.3827   0.1070       ML
 subj_5_trials_10   0.7366   2.7677   0.3036   0.0000   0.0000 -10.4967   0.0060       ML
 subj_5_trials_20   1.1204   0.9364   0.3196   0.0001   0.0000   4.8789   0.0120       ML
 subj_5_trials_30   0.5467   2.1161   0.3087   0.0000   0.0000 -37.6511   0.0140       ML
 subj_5_trials_40   1.2411   2.8736   0.3615   0.2122   0.0000 -18.1414   0.0970       ML
 subj_5_trials_50   0.9843   3.7865   0.3165   0.0001   0.0000 -60.5668   0.0290       ML
 subj_5_trials_60   1.2567   3.9084   0.3507   0.0525   0.0000 -63.7456   0.0500       ML
 subj_60_trials_10   0.5696   1.4029   0.3033   0.0000   0.0000 -10.0070   0.0050       ML
 subj_60_trials_20   1.1614   5.2620   0.3486   0.1314   0.0000 -25.0170   0.0330       ML
 subj_60_trials_30   1.6404   1.8014   0.2734   0.0002   0.0000   3.6418   0.0220       ML
 subj_60_trials_40   1.0686   3.3582   0.3325   0.1211   0.0000 -33.4059   0.0710       ML
 subj_60_trials_50   0.9288   3.9911   0.3318   0.1259   0.0000 -52.1346   0.0840       ML
 subj_60_trials_60   1.2364   4.6680   0.3698   0.1771   0.0000 -59.9969   0.1380       ML
 subj_61_trials_10   0.6085   3.5673   0.3285   0.0928   0.0000 -11.9095   0.0150       ML
 subj_61_trials_20   1.3219   3.9946   0.2971   0.0000   0.0000 -21.8849   0.0100       ML
 subj_61_trials_30   1.0397   0.6509   0.3365   0.0001   0.0000   5.9239   0.0180       ML
 subj_61_trials_40   0.5621   1.6582   0.3043   0.0000   0.0000 -43.9182   0.0230       ML
 subj_61_trials_50   0.5962   3.2227   0.3006   0.0000   0.0000 -71.6005   0.0240       ML
 subj_61_trials_60   0.6924   2.8649   0.3010   0.0000   0.0000 -70.2603   0.0350       ML
 subj_62_trials_10   1.2161   5.0416   0.5150   0.4584   0.0000  -4.4978   0.0480       ML
 subj_62_trials_20   1.2645   2.2854   0.4560   0.4431   0.0000   0.9902   0.0870       ML
 subj_62_trials_30   1.2637   3.1790   0.3512   0.0001   0.0000 -24.4807   0.0150       ML
 subj_62_trials_40   1.1482   4.2181   0.3321   0.0778   0.0000 -46.5164   0.0450       ML
