  dataset        a        v       t0      st0  penalty      fit     time   method
 subj_452_trials_20   1.3767   1.9381   0.3663   0.1321   0.0000   0.9924   0.0310       KS
 subj_452_trials_30   0.6739   4.5714   0.3569   0.1522   0.0000   0.9997   0.0470       KS
 subj_452_trials_40   1.1822   4.3639   0.2682   0.0377   0.0000   0.9761   0.0220       KS
 subj_452_trials_50   1.3820   3.7200   0.3393   0.1900   0.0000   0.9945   0.0310       KS
 subj_452_trials_60   0.7979   3.6967   0.3100   0.1090   0.0000   0.9996   0.0320       KS
 subj_453_trials_10   0.5404   3.2699   0.3279   0.0876   0.0000   0.9999   0.0150       KS
 subj_453_trials_20   0.8021   2.4985   0.4439   0.2706   0.0000   0.9998   0.0220       KS
 subj_453_trials_30   0.7974   5.5787   0.3834   0.1619   0.0000   0.9870   0.0310       KS
 subj_453_trials_40   1.1728   4.2211   0.3123   0.1224   0.0000   0.9681   0.0320       KS
 subj_453_trials_50   1.1634   2.7194   0.2833   0.0115   0.0000   0.9904   0.0230       KS
 subj_453_trials_60   0.7414   1.6285   0.2919   0.0375   0.0000   0.9956   0.0310       KS
 subj_454_trials_10   0.9944   2.7698   0.3885   0.1275   0.0000   0.9998   0.0160       KS
 subj_454_trials_20   0.7320   5.6754   0.2976   0.0273   0.0000   0.9883   0.0150       KS
 subj_454_trials_30   2.0205   4.2376   0.4256   0.3820   0.0000   0.9854   0.1110       KS
 subj_454_trials_40   0.6879   3.8105   0.3856   0.1067   0.0000   0.9903   0.0260       KS
 subj_454_trials_50   1.4240   5.5432   0.3609   0.2772   0.0000   0.9997   0.1000       KS
 subj_454_trials_60   1.1359   0.9540   0.2765   0.0095   0.0000   0.9929   0.0310       KS
 subj_455_trials_10   0.7146   2.2610   0.3626   0.1774   0.0000   0.9999   0.0150       KS
 subj_455_trials_20   0.7306   2.7455   0.4154   0.2183   0.0000   0.9998   0.0380       KS
 subj_455_trials_30   2.2391   1.3285   0.1748   0.0011   0.0000   0.9348   0.1630       KS
 subj_455_trials_40   1.0332   5.3091   0.3571   0.1864   0.0000   0.9716   0.0530       KS
 subj_455_trials_50   0.9784   3.3721   0.2879   0.0008   0.0000   0.9764   0.0330       KS
 subj_455_trials_60   1.3064   4.3002   0.3197   0.1558   0.0000   0.9998   0.0320       KS
 subj_456_trials_10   0.8691   1.6607   0.3954   0.1837   0.0000   0.9999   0.0160       KS
 subj_456_trials_20   0.8869   3.9908   0.4046   0.1637   0.0000   0.9977   0.0160       KS
 subj_456_trials_30   0.7500   4.3453   0.2849   0.0030   0.0000   0.8985   0.0310       KS
 subj_456_trials_40   1.6694   3.4763   0.4250   0.4470   0.0000   1.0000   0.1200       KS
 subj_456_trials_50   0.9122   0.7692   0.2874   0.0639   0.0000   0.9931   0.0220       KS
 subj_456_trials_60   2.2214   5.2584   0.3510   0.2989   0.0000   0.9420   0.1000       KS
 subj_457_trials_10   0.9691   1.4912   0.4271   0.1716   0.0000   0.9999   0.0310       KS
 subj_457_trials_20   0.5953   3.2479   0.2944   0.0005   0.0000   0.9988   0.0150       KS
 subj_457_trials_30   1.0621   2.7959   0.3511   0.2475   0.0000   0.9992   0.0490       KS
 subj_457_trials_40   1.2591   2.9020   0.2692   0.0379   0.0000   0.9867   0.0500       KS
 subj_457_trials_50   0.6366   4.1452   0.3095   0.0830   0.0000   0.9997   0.0150       KS
 subj_457_trials_60   1.6929   3.3563   0.3403   0.2660   0.0000   0.9946   0.0550       KS
 subj_458_trials_10   0.5183   2.7595   0.3348   0.0526   0.0000   0.9999   0.0160       KS
 subj_458_trials_20   0.9663   3.6799   0.2678   0.0088   0.0000   0.9745   0.0310       KS
 subj_458_trials_30   1.6285   0.7387   0.3069   0.0424   0.0000   0.9997   0.0550       KS
 subj_458_trials_40   1.1559   4.6594   0.2712   0.0525   0.0000   0.9659   0.0150       KS
 subj_458_trials_50   0.6735   6.5086   0.3449   0.1344   0.0000   0.9997   0.0370       KS
 subj_458_trials_60   1.0106   4.1258   0.3167   0.1303   0.0000   0.9961   0.0620       KS
 subj_459_trials_10   0.4801   4.4890   0.3172   0.0388   0.0000   0.9999   0.0000       KS
 subj_459_trials_20   0.7720   4.4546   0.2837   0.0136   0.0000   0.9982   0.0000       KS
 subj_459_trials_30   2.1350   1.9503   0.1635   0.0379   0.0000   0.8929   0.0610       KS
 subj_459_trials_40   1.6666   0.6844   0.2635   0.0068   0.0000   0.9973   0.1040       KS
 subj_459_trials_50   1.0730   5.9503   0.3481   0.1528   0.0000   0.9948   0.0420       KS
 subj_459_trials_60   1.0492   3.4397   0.3599   0.0089   0.0000   0.9645   0.0310       KS
 subj_45_trials_10   0.9957   1.5730   0.3427   0.1233   0.0000   1.0000   0.0320       KS
 subj_45_trials_20   0.5550   2.0569   0.2960   0.0010   0.0000   0.9837   0.0150       KS
 subj_45_trials_30   1.0399   3.5300   0.2685   0.0094   0.0000   0.9262   0.0220       KS
 subj_45_trials_40   1.4240   3.9155   0.4111   0.3187   0.0000   0.9997   0.0630       KS
 subj_45_trials_50   1.1420   3.2478   0.3591   0.0376   0.0000   0.9057   0.0310       KS
 subj_45_trials_60   0.9591   2.0745   0.3012   0.0880   0.0000   0.9999   0.0220       KS
 subj_460_trials_10   1.1985   2.8501   0.2940   0.0375   0.0000   0.9974   0.0160       KS
 subj_460_trials_20   0.7270   4.8399   0.3487   0.1292   0.0000   1.0000   0.0160       KS
 subj_460_trials_30   1.1420   2.5159   0.4799   0.3759   0.0000   0.9997   0.0840       KS
 subj_460_trials_40   1.7552   1.3162   0.2848   0.3816   0.0000   0.9990   0.1000       KS
 subj_460_trials_50   1.1918   3.7520   0.3177   0.1351   0.0000   0.9997   0.0330       KS
 subj_460_trials_60   1.3821   1.2261   0.2797   0.0676   0.0000   0.9999   0.0680       KS
 subj_461_trials_10   0.5867   0.4743   0.2910   0.0001   0.0000   0.9897   0.0150       KS
 subj_461_trials_20   0.5851   1.4897   0.2957   0.0054   0.0000   0.9814   0.0160       KS
 subj_461_trials_30   1.3177   3.0847   0.2490   0.0545   0.0000   0.9181   0.0310       KS
 subj_461_trials_40   0.6444   5.1101   0.3038   0.0341   0.0000   0.9973   0.0070       KS
 subj_461_trials_50   1.5996   1.0152   0.2770   0.0525   0.0000   1.0000   0.0620       KS
 subj_461_trials_60   1.0873   4.2683   0.3583   0.1468   0.0000   0.9901   0.0380       KS
 subj_462_trials_10   1.8651   1.5857   0.2588   0.0375   0.0000   0.9999   0.0470       KS
 subj_462_trials_20   0.6735   4.1040   0.3724   0.1167   0.0000   0.9971   0.0310       KS
 subj_462_trials_30   0.9079   5.0670   0.3886   0.1818   0.0000   0.9870   0.0220       KS
 subj_462_trials_40   0.5684   1.3073   0.2984   0.0525   0.0000   0.9756   0.0160       KS
 subj_462_trials_50   1.0249   4.0996   0.4207   0.2338   0.0000   0.9710   0.0420       KS
 subj_462_trials_60   1.1948   4.0076   0.3761   0.1012   0.0000   0.9809   0.0260       KS
 subj_463_trials_10   0.9883   5.1372   0.3367   0.0675   0.0000   1.0000   0.0160       KS
 subj_463_trials_20   1.6388   0.7577   0.2490   0.0081   0.0000   0.9841   0.0620       KS
 subj_463_trials_30   0.6960   4.2002   0.3229   0.1010   0.0000   0.9991   0.0220       KS
 subj_463_trials_40   0.8112   1.7340   0.2921   0.0399   0.0000   0.9996   0.0160       KS
 subj_463_trials_50   1.1835   3.1642   0.2771   0.0375   0.0000   0.9867   0.0470       KS
 subj_463_trials_60   0.7026   1.2850   0.2982   0.0029   0.0000   0.9790   0.0220       KS
 subj_464_trials_10   0.7288  -0.2918   0.2844   0.0050   0.0000   0.9883   0.0040       KS
 subj_464_trials_20   0.7328   4.8094   0.3734   0.1138   0.0000   0.9977   0.0150       KS
 subj_464_trials_30   1.4167   2.0808   0.3923   0.4472   0.0000   0.9992   0.1440       KS
 subj_464_trials_40   0.9077   5.2908   0.3952   0.2342   0.0000   0.9795   0.0540       KS
 subj_464_trials_50   1.6103   3.1270   0.3082   0.1738   0.0000   0.9994   0.0620       KS
 subj_464_trials_60   1.4081   2.1060   0.3298   0.3462   0.0000   0.9995   0.1150       KS
 subj_465_trials_10   0.8455   0.2711   0.2843   0.0020   0.0000   0.9899   0.0150       KS
 subj_465_trials_20   1.4067   0.8764   0.2637   0.0000   0.0000   0.9842   0.0690       KS
 subj_465_trials_30   0.5339   3.2995   0.3040   0.0375   0.0000   0.9995   0.0000       KS
 subj_465_trials_40   1.0179   4.2183   0.3804   0.0525   0.0000   0.8428   0.0320       KS
 subj_465_trials_50   0.5593   4.6037   0.4169   0.1725   0.0000   0.9830   0.0320       KS
 subj_465_trials_60   1.4927   2.2550   0.2780   0.0029   0.0000   0.9979   0.0640       KS
 subj_466_trials_10   0.7405   4.5321   0.2937   0.0375   0.0000   0.9998   0.0160       KS
 subj_466_trials_20   0.9791   4.1539   0.3044   0.0525   0.0000   0.9918   0.0000       KS
 subj_466_trials_30   0.8102   5.6392   0.3448   0.1262   0.0000   0.9997   0.0190       KS
 subj_466_trials_40   1.3559   0.8437   0.2755   0.0020   0.0000   0.9973   0.0470       KS
 subj_466_trials_50   1.3488   2.6255   0.2765   0.0006   0.0000   0.9944   0.0380       KS
 subj_466_trials_60   1.1130   3.9522   0.3413   0.1666   0.0000   0.9761   0.0480       KS
 subj_467_trials_10   0.5995   0.4572   0.2906   0.0008   0.0000   0.9900   0.0160       KS
 subj_467_trials_20   0.6270   0.3173   0.2881   0.0012   0.0000   0.9971   0.0150       KS
 subj_467_trials_30   0.8249   1.5546   0.3090   0.0975   0.0000   0.9975   0.0210       KS
 subj_467_trials_40   1.5898   4.0853   0.4249   0.4853   0.0000   1.0000   0.1840       KS
 subj_467_trials_50   1.0227   5.7872   0.3740   0.1272   0.0000   0.9595   0.0160       KS
 subj_467_trials_60   0.8119   1.0308   0.2875   0.0375   0.0000   0.9706   0.0470       KS
 subj_468_trials_10   1.6039   1.7975   0.2717   0.0006   0.0000   0.9999   0.0380       KS
 subj_468_trials_20   1.8897   2.8003   0.2798   0.3870   0.0000   0.9940   0.0620       KS
 subj_468_trials_30   1.8447   3.8015   0.3965   0.4720   0.0000   0.9995   0.1680       KS
 subj_468_trials_40   0.9232   7.7206   0.3308   0.1365   0.0000   1.0000   0.0690       KS
 subj_468_trials_50   1.0849   1.5228   0.2881   0.0233   0.0000   1.0000   0.0460       KS
 subj_468_trials_60   0.8324   1.0977   0.2910   0.0739   0.0000   0.9932   0.0260       KS
 subj_469_trials_10   0.7036   1.0398   0.2923   0.0375   0.0000   0.9817   0.0120       KS
 subj_469_trials_20   0.9639   3.8296   0.3388   0.1125   0.0000   0.9930   0.0160       KS
 subj_469_trials_30   1.7612   3.2345   0.3147   0.2066   0.0000   0.9998   0.0620       KS
 subj_469_trials_40   0.6604   0.8815   0.2970   0.0014   0.0000   0.9754   0.0070       KS
 subj_469_trials_50   0.8736   5.4550   0.3956   0.2616   0.0000   0.9998   0.0690       KS
 subj_469_trials_60   1.1420   3.0759   0.2828   0.0377   0.0000   0.9106   0.0620       KS
 subj_46_trials_10   1.7855   2.1740   0.2821   0.1735   0.0000   0.9939   0.0310       KS
 subj_46_trials_20   0.5408   5.3391   0.3418   0.1032   0.0000   0.9998   0.0310       KS
 subj_46_trials_30   1.0632   1.4951   0.3231   0.1424   0.0000   0.9996   0.0400       KS
 subj_46_trials_40   0.6665   6.7343   0.3279   0.0836   0.0000   0.9997   0.0160       KS
 subj_46_trials_50   0.8245   4.9141   0.3238   0.0711   0.0000   1.0000   0.0310       KS
 subj_46_trials_60   0.9589   1.1354   0.2837   0.0375   0.0000   0.9918   0.0200       KS
 subj_470_trials_10   1.4934   2.0287   0.3195   0.2794   0.0000   0.9835   0.0310       KS
 subj_470_trials_20   0.9399   1.3488   0.2864   0.1125   0.0000   0.9768   0.0310       KS
 subj_470_trials_30   1.8727   2.9812   0.3195   0.2412   0.0000   0.9998   0.0540       KS
 subj_470_trials_40   0.6107   1.7874   0.3059   0.0975   0.0000   0.9547   0.0310       KS
 subj_470_trials_50   0.7554   8.4712   0.3378   0.1235   0.0000   0.9997   0.0380       KS
 subj_470_trials_60   1.3762   3.4812   0.3384   0.2306   0.0000   0.9697   0.0780       KS
 subj_471_trials_10   1.0861   2.9603   0.2832   0.0375   0.0000   0.9999   0.0380       KS
 subj_471_trials_20   0.7154   2.8044   0.4084   0.2058   0.0000   0.9998   0.0250       KS
 subj_471_trials_30   1.1910   4.1778   0.2568   0.0082   0.0000   0.9077   0.0160       KS
 subj_471_trials_40   1.0725   3.9873   0.3554   0.0527   0.0000   0.9065   0.0270       KS
 subj_471_trials_50   0.8552   7.0893   0.3386   0.0975   0.0000   0.9958   0.0180       KS
 subj_471_trials_60   0.9337   4.0972   0.2879   0.0034   0.0000   0.9972   0.0310       KS
 subj_472_trials_10   1.5952   0.5040   0.2448   0.0024   0.0000   0.9837   0.0510       KS
 subj_472_trials_20   0.7730   4.2166   0.3928   0.2175   0.0000   0.9998   0.0310       KS
 subj_472_trials_30   0.6501   1.0691   0.3202   0.1125   0.0000   0.9896   0.0160       KS
 subj_472_trials_40   1.6228   2.9415   0.4243   0.4285   0.0000   0.9997   0.1540       KS
 subj_472_trials_50   0.6149   5.9696   0.3137   0.0777   0.0000   0.9997   0.0150       KS
 subj_472_trials_60   1.4593   5.4081   0.3543   0.0848   0.0000   0.9610   0.0320       KS
 subj_473_trials_10   0.4702   4.9076   0.3139   0.0468   0.0000   0.9998   0.0150       KS
 subj_473_trials_20   0.7675   5.2488   0.3527   0.1727   0.0000   1.0000   0.0320       KS
 subj_473_trials_30   0.6491   2.5500   0.3069   0.0417   0.0000   0.9996   0.0250       KS
 subj_473_trials_40   1.0832   4.5521   0.3838   0.2184   0.0000   0.9997   0.0360       KS
 subj_473_trials_50   0.8888   2.9707   0.3184   0.1641   0.0000   0.9997   0.0320       KS
 subj_473_trials_60   2.2271   2.2566   0.2885   0.3975   0.0000   0.9974   0.2130       KS
 subj_474_trials_10   0.9855   2.3322   0.3360   0.0675   0.0000   0.9819   0.0100       KS
 subj_474_trials_20   0.9800   3.9362   0.4142   0.1875   0.0000   0.9976   0.0150       KS
 subj_474_trials_30   1.1173   4.4784   0.2618   0.0000   0.0000   0.9067   0.0320       KS
 subj_474_trials_40   1.3474   1.7138   0.2912   0.2259   0.0000   0.9991   0.0690       KS
 subj_474_trials_50   0.8499   5.8471   0.3621   0.1300   0.0000   0.9675   0.0310       KS
 subj_474_trials_60   0.9670   6.0233   0.3641   0.1680   0.0000   0.9514   0.0370       KS
 subj_475_trials_10   1.2746   3.0859   0.3779   0.1397   0.0000   1.0000   0.0330       KS
 subj_475_trials_20   0.9346   0.3785   0.2709   0.0378   0.0000   0.9103   0.0310       KS
 subj_475_trials_30   0.8935   1.9291   0.3115   0.0984   0.0000   0.9996   0.0200       KS
 subj_475_trials_40   0.7341   8.6416   0.3153   0.0622   0.0000   0.9997   0.0160       KS
 subj_475_trials_50   1.4111   5.4046   0.3286   0.2147   0.0000   0.9997   0.0850       KS
 subj_475_trials_60   1.1795   1.2348   0.2786   0.0001   0.0000   0.9967   0.0470       KS
 subj_476_trials_10   0.9567   1.6809   0.3356   0.1312   0.0000   1.0000   0.0310       KS
 subj_476_trials_20   1.9444   1.2480   0.2056   0.0377   0.0000   0.9779   0.0690       KS
 subj_476_trials_30   1.1951   3.3190   0.3375   0.2008   0.0000   0.9997   0.0310       KS
 subj_476_trials_40   0.8684   4.2876   0.3142   0.1378   0.0000   0.9989   0.0220       KS
 subj_476_trials_50   0.6195   1.1253   0.3062   0.0975   0.0000   0.9542   0.0310       KS
 subj_476_trials_60   1.0965   1.9588   0.3076   0.1228   0.0000   1.0000   0.0310       KS
 subj_477_trials_10   1.2920   3.1406   0.3676   0.1875   0.0000   0.9998   0.0380       KS
 subj_477_trials_20   0.6769   0.8818   0.2930   0.0284   0.0000   0.9720   0.0160       KS
 subj_477_trials_30   0.6482   6.0407   0.3823   0.1425   0.0000   0.9638   0.0150       KS
 subj_477_trials_40   1.0020   5.3189   0.3535   0.1550   0.0000   0.9817   0.0160       KS
 subj_477_trials_50   0.7989   4.0036   0.4561   0.2415   0.0000   0.9499   0.0530       KS
 subj_477_trials_60   1.2896   3.5941   0.3490   0.0002   0.0000   0.9514   0.0150       KS
 subj_478_trials_10   0.8388   3.8217   0.3481   0.0790   0.0000   0.9998   0.0160       KS
 subj_478_trials_20   1.2670   4.5954   0.3676   0.2775   0.0000   0.9997   0.0530       KS
 subj_478_trials_30   0.7132   1.7401   0.3028   0.0375   0.0000   0.9991   0.0160       KS
 subj_478_trials_40   0.9663   3.4176   0.4100   0.2173   0.0000   0.9816   0.0530       KS
 subj_478_trials_50   2.2641   1.7244   0.2200   0.0053   0.0000   0.9941   0.0940       KS
 subj_478_trials_60   0.9077   5.2341   0.3180   0.0674   0.0000   0.9934   0.0220       KS
 subj_479_trials_10   0.9346   0.5899   0.2987   0.0058   0.0000   0.9822   0.0160       KS
 subj_479_trials_20   1.0249   3.5177   0.3473   0.1126   0.0000   0.9933   0.0150       KS
 subj_479_trials_30   1.3232   2.8107   0.2496   0.0375   0.0000   0.9247   0.0320       KS
 subj_479_trials_40   1.1791   6.4903   0.3706   0.1340   0.0000   0.9469   0.0220       KS
 subj_479_trials_50   1.5619   2.5088   0.2578   0.0018   0.0000   0.9743   0.0470       KS
 subj_479_trials_60   0.6996   1.4063   0.2912   0.0014   0.0000   0.9960   0.0310       KS
 subj_47_trials_10   1.4607   5.0548   0.3002   0.0658   0.0000   0.9998   0.0060       KS
 subj_47_trials_20   0.8865   4.4031   0.3921   0.1519   0.0000   0.9976   0.0230       KS
 subj_47_trials_30   0.8276   4.0799   0.4271   0.2175   0.0000   0.9635   0.0310       KS
 subj_47_trials_40   1.4714   1.5692   0.2895   0.2700   0.0000   0.9991   0.0780       KS
 subj_47_trials_50   1.1828   3.6725   0.3452   0.0377   0.0000   0.8923   0.0150       KS
 subj_47_trials_60   1.4689   1.4639   0.3134   0.2235   0.0000   1.0000   0.0700       KS
 subj_480_trials_10   0.8455   2.6722   0.3849   0.0675   0.0000   0.9998   0.0160       KS
 subj_480_trials_20   1.6773   1.6877   0.2374   0.1370   0.0000   0.9981   0.0680       KS
 subj_480_trials_30   1.0702   5.5959   0.3895   0.1504   0.0000   0.9031   0.0470       KS
 subj_480_trials_40   1.7276   5.8296   0.3469   0.2140   0.0000   0.9373   0.0680       KS
 subj_480_trials_50   1.0260   5.1739   0.3359   0.1305   0.0000   0.9891   0.0320       KS
 subj_480_trials_60   0.6149   5.2072   0.3513   0.1008   0.0000   0.9359   0.0470       KS
 subj_481_trials_10   0.6737   0.4092   0.2880   0.0050   0.0000   0.9900   0.0000       KS
 subj_481_trials_20   1.0248   4.0322   0.3035   0.1490   0.0000   0.9935   0.0310       KS
 subj_481_trials_30   2.3548   1.6228   0.1358   0.0001   0.0000   0.9279   0.0850       KS
 subj_481_trials_40   0.6149   7.5940   0.3393   0.1185   0.0000   1.0000   0.0310       KS
 subj_481_trials_50   0.9663   4.7703   0.3097   0.0642   0.0000   0.9997   0.0310       KS
 subj_481_trials_60   0.9757   5.9260   0.3070   0.0761   0.0000   0.9998   0.0220       KS
 subj_482_trials_10   0.5730   1.3243   0.2939   0.0005   0.0000   0.9832   0.0160       KS
 subj_482_trials_20   1.5898   0.7802   0.2528   0.0041   0.0000   0.9843   0.0690       KS
 subj_482_trials_30   0.7724   4.1708   0.3725   0.0073   0.0000   0.9439   0.0000       KS
 subj_482_trials_40   1.2489   1.1259   0.2813   0.1148   0.0000   0.9996   0.0470       KS
 subj_482_trials_50   0.7320   6.9913   0.3770   0.1415   0.0000   0.9332   0.0380       KS
 subj_482_trials_60   2.4365   5.5723   0.3650   0.3221   0.0000   0.9890   0.0980       KS
 subj_483_trials_10   1.2006   2.8527   0.2950   0.0525   0.0000   0.9972   0.0160       KS
 subj_483_trials_20   0.8492   4.4898   0.3717   0.2109   0.0000   0.9998   0.0310       KS
 subj_483_trials_30   0.6788   5.9473   0.3626   0.1278   0.0000   0.9843   0.0310       KS
 subj_483_trials_40   1.8267   1.9287   0.2349   0.0002   0.0000   0.9882   0.0470       KS
 subj_483_trials_50   1.0184   0.9924   0.2892   0.0040   0.0000   0.9995   0.0310       KS
 subj_483_trials_60   2.1535   6.0303   0.3293   0.2402   0.0000   0.9396   0.0700       KS
 subj_484_trials_10   1.6869   1.6293   0.2751   0.0377   0.0000   0.9999   0.0360       KS
 subj_484_trials_20   0.8307   4.2743   0.3301   0.0675   0.0000   0.9954   0.0150       KS
 subj_484_trials_30   1.2769   2.8117   0.3648   0.0374   0.0000   0.8307   0.0310       KS
 subj_484_trials_40   2.1339   4.5104   0.3801   0.4804   0.0000   1.0000   0.1540       KS
 subj_484_trials_50   1.3177   3.0951   0.3054   0.1925   0.0000   0.9845   0.0780       KS
 subj_484_trials_60   0.8493   5.9684   0.3592   0.1264   0.0000   0.9779   0.0380       KS
 subj_485_trials_10   0.5563   5.8895   0.3121   0.0511   0.0000   0.9998   0.0000       KS
 subj_485_trials_20   1.2591   3.0574   0.3542   0.1972   0.0000   0.9953   0.0160       KS
 subj_485_trials_30   1.1291   1.0697   0.3035   0.0376   0.0000   0.9997   0.0470       KS
 subj_485_trials_40   0.5799   2.1924   0.3186   0.1275   0.0000   0.9539   0.0220       KS
 subj_485_trials_50   1.2373   4.1046   0.3332   0.1712   0.0000   1.0000   0.0620       KS
 subj_485_trials_60   0.9078   4.8504   0.3137   0.0525   0.0000   0.9427   0.0230       KS
 subj_486_trials_10   0.6586   2.2848   0.3517   0.1206   0.0000   0.9999   0.0150       KS
 subj_486_trials_20   0.7019   0.3974   0.2978   0.0017   0.0000   0.9728   0.0160       KS
 subj_486_trials_30   1.0844   4.6954   0.4069   0.2303   0.0000   0.9867   0.0690       KS
 subj_486_trials_40   1.7816   3.0548   0.2694   0.2475   0.0000   0.9988   0.1160       KS
 subj_486_trials_50   2.0221   1.8016   0.2302   0.0002   0.0000   0.9902   0.0680       KS
 subj_486_trials_60   1.2677   4.7167   0.3760   0.1904   0.0000   0.9988   0.0460       KS
 subj_487_trials_10   0.5011   4.9521   0.3287   0.0675   0.0000   0.9997   0.0160       KS
 subj_487_trials_20   0.8156   4.1439   0.3488   0.1112   0.0000   0.9895   0.0070       KS
 subj_487_trials_30   0.7119   0.8021   0.3045   0.0675   0.0000   0.9965   0.0150       KS
 subj_487_trials_40   0.8492   4.6384   0.3658   0.1465   0.0000   0.9773   0.0310       KS
 subj_487_trials_50   1.5775   2.4395   0.2579   0.0000   0.0000   0.9747   0.0380       KS
 subj_487_trials_60   1.4999   5.3743   0.3549   0.0695   0.0000   0.9329   0.0310       KS
 subj_488_trials_10   0.9904   1.7130   0.3984   0.2999   0.0000   0.9999   0.0310       KS
 subj_488_trials_20   0.7451   0.4642   0.3006   0.1125   0.0000   0.9557   0.0220       KS
 subj_488_trials_30   0.7321   5.9211   0.3645   0.1275   0.0000   0.9882   0.0160       KS
 subj_488_trials_40   1.0834   5.7820   0.3217   0.1217   0.0000   1.0000   0.0460       KS
 subj_488_trials_50   1.3762   5.5522   0.3627   0.2208   0.0000   0.9711   0.0710       KS
 subj_488_trials_60   1.6456   3.0920   0.3310   0.2340   0.0000   0.9657   0.0680       KS
 subj_489_trials_10   1.1776   0.6832   0.2699   0.0385   0.0000   0.9835   0.0310       KS
 subj_489_trials_20   0.9817   1.9727   0.2847   0.0029   0.0000   0.9988   0.0160       KS
 subj_489_trials_30   0.7620   0.7165   0.3053   0.0525   0.0000   0.9945   0.0160       KS
 subj_489_trials_40   0.6735   6.7855   0.3256   0.0790   0.0000   0.9997   0.0220       KS
 subj_489_trials_50   1.5766   2.6807   0.3698   0.2925   0.0000   0.9999   0.1310       KS
 subj_489_trials_60   0.7746   5.0292   0.3199   0.0675   0.0000   0.9597   0.0160       KS
 subj_48_trials_10   0.9943   2.7683   0.3885   0.1275   0.0000   0.9998   0.0150       KS
 subj_48_trials_20   0.5912   0.4823   0.2982   0.0005   0.0000   0.9729   0.0160       KS
 subj_48_trials_30   0.6241   5.7849   0.3791   0.1275   0.0000   0.9677   0.0100       KS
 subj_48_trials_40   1.3190   4.5482   0.3326   0.1875   0.0000   0.9645   0.0420       KS
 subj_48_trials_50   1.6613   2.4983   0.3715   0.5200   0.0000   0.9997   0.1360       KS
 subj_48_trials_60   1.2091   6.3362   0.3076   0.0343   0.0000   0.8739   0.0310       KS
 subj_490_trials_10   1.0646   0.2647   0.2690   0.0826   0.0000   0.9895   0.0470       KS
 subj_490_trials_20   0.7149   5.6858   0.3543   0.1047   0.0000   0.9974   0.0220       KS
 subj_490_trials_30   0.6899   4.0468   0.4601   0.2365   0.0000   0.9687   0.0470       KS
 subj_490_trials_40   1.0958   5.3544   0.3132   0.0765   0.0000   0.9998   0.0320       KS
 subj_490_trials_50   1.1434   1.1329   0.2866   0.0278   0.0000   0.9996   0.0370       KS
 subj_490_trials_60   0.8492   6.7821   0.3430   0.1097   0.0000   0.9836   0.0320       KS
 subj_491_trials_10   0.4719   5.0233   0.3242   0.0525   0.0000   0.9998   0.0000       KS
 subj_491_trials_20   0.6746   5.2266   0.3423   0.1107   0.0000   1.0000   0.0150       KS
 subj_491_trials_30   0.5565   4.5266   0.4140   0.1599   0.0000   0.9701   0.0310       KS
 subj_491_trials_40   1.1904   5.8628   0.3175   0.1253   0.0000   1.0000   0.0380       KS
 subj_491_trials_50   1.0249   6.1043   0.3264   0.1085   0.0000   0.9922   0.0320       KS
 subj_491_trials_60   0.6256   5.3877   0.3002   0.0375   0.0000   0.9937   0.0150       KS
 subj_492_trials_10   1.2357   2.3605   0.4260   0.2082   0.0000   0.9998   0.0160       KS
 subj_492_trials_20   2.0198   2.2145   0.2997   0.5372   0.0000   0.9935   0.1380       KS
 subj_492_trials_30   1.1004   1.5874   0.3162   0.1562   0.0000   0.9996   0.0310       KS
 subj_492_trials_40   0.6107   6.8392   0.3584   0.1184   0.0000   0.9595   0.0310       KS
 subj_492_trials_50   1.0834   3.8493   0.3813   0.1849   0.0000   0.9591   0.0230       KS
 subj_492_trials_60   0.9660   0.8119   0.3019   0.1979   0.0000   0.9826   0.0390       KS
 subj_493_trials_10   0.9077   4.9673   0.3373   0.0783   0.0000   1.0000   0.0150       KS
 subj_493_trials_20   0.7320   4.7758   0.3733   0.1135   0.0000   0.9977   0.0150       KS
 subj_493_trials_30   0.8778   1.6621   0.3187   0.0375   0.0000   0.9995   0.0310       KS
 subj_493_trials_40   0.7730   0.8132   0.2960   0.0081   0.0000   0.9913   0.0160       KS
 subj_493_trials_50   1.3762   6.1761   0.3656   0.1401   0.0000   0.9607   0.0530       KS
 subj_493_trials_60   1.4961   4.9301   0.2989   0.1424   0.0000   0.9751   0.0320       KS
 subj_494_trials_10   0.6962   2.2224   0.3555   0.1440   0.0000   0.9999   0.0150       KS
 subj_494_trials_20   0.9001   3.5055   0.3174   0.0163   0.0000   0.9923   0.0000       KS
 subj_494_trials_30   1.4545   3.4536   0.3191   0.2365   0.0000   0.9991   0.0350       KS
 subj_494_trials_40   0.7534   7.9853   0.3341   0.1224   0.0000   1.0000   0.0160       KS
 subj_494_trials_50   1.1007   4.8741   0.3544   0.0724   0.0000   0.9381   0.0160       KS
 subj_494_trials_60   1.2591   3.4031   0.3417   0.1888   0.0000   0.9991   0.0380       KS
 subj_495_trials_10   0.8636   3.3867   0.2914   0.0005   0.0000   0.9999   0.0160       KS
 subj_495_trials_20   0.7857   0.3974   0.2820   0.0070   0.0000   0.9109   0.0310       KS
 subj_495_trials_30   1.6926   3.3013   0.3512   0.2791   0.0000   0.9999   0.0520       KS
 subj_495_trials_40   1.1708   5.0336   0.3476   0.0203   0.0000   0.8510   0.0160       KS
